dataset,pathway,method,stat,p,fdr,n,dir,sig,table,n_sig,overlap_with_atlas70,jaccard_vs_atlas70,min_p,min_fdr,n_pathways,n_atlas_sig,n_recomputed_sig,max_abs_dstat,max_abs_dp,celltype,label,n_markers,n_detected,score_baseline_mean,score_followup_mean,mean_change,t_paired,p_paired,p_wilcoxon,sig_fdr,sample,patient,time,score,orig_t,orig_p,orig_fdr,neut_adj_t,neut_adj_p,neut_adj_fdr,ancova_t,ancova_p,ancova_fdr,allcell_adj_t,allcell_adj_p,allcell_adj_fdr,in_atlas70,sig_orig,sig_neut_adj,sig_allcell_adj,corr_with_neutrophil
GSE37587,KEGG:Glycolysis / Gluconeogenesis,t_BH,1.0534415227156668,0.2997912091333994,0.7277666441968598,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Glycosaminoglycan biosynthesis,t_BH,-1.0252294603534235,0.312711849747313,0.730835249489,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Glycosaminoglycan degradation,t_BH,0.004589498879469765,0.9963657554143561,0.9998296145955509,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Glycosphingolipid biosynthesis,t_BH,-0.06141972196706264,0.9513954356379549,0.9909885788959697,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,t_BH,-1.2939204233642743,0.2046758709900418,0.6375779724470043,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Glyoxylate and dicarboxylate metabolism,t_BH,2.834763411771311,0.007769527174314286,0.1946539606442484,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:GnRH secretion,t_BH,-0.7379181188431856,0.4657795943359323,0.8096273576938718,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:GnRH signaling pathway,t_BH,0.19502345790591266,0.8465703645689711,0.9584497324908439,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Graft-versus-host disease,t_BH,1.4008298989692458,0.17059875680152733,0.6047010315074818,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,"KEGG:Growth hormone synthesis, secretion and action",t_BH,-0.8476986712796307,0.4027124252146326,0.7810181313472065,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:HIF-1 signaling pathway,t_BH,-2.0553331038295126,0.04783107685485988,0.40062714372952896,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Hedgehog signaling pathway,t_BH,0.29133177635452207,0.7726210051827062,0.9388828105271317,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Hematopoietic cell lineage,t_BH,-0.44470798317369215,0.6594339578116805,0.9003008504533938,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Hepatitis B,t_BH,-1.5439953529929835,0.13212611765970347,0.5623729308211121,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Hepatitis C,t_BH,-1.2991448565899526,0.20289812280920128,0.6351768529431473,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Hepatocellular carcinoma,t_BH,-2.0369485188053065,0.04974211782845462,0.4017583601304632,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Herpes simplex virus 1 infection,t_BH,-0.5913682641227641,0.5583031943589698,0.8549559170102493,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Hippo signaling pathway,t_BH,-0.7909686142832411,0.4346104910055002,0.7983468192378262,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Histidine metabolism,t_BH,0.8118913091411746,0.4226720339545723,0.7906613402032941,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Homologous recombination,t_BH,0.8360472404856647,0.40914139012704154,0.7849564358301289,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Human T-cell leukemia virus 1 infection,t_BH,0.1707292164168574,0.8654791968419573,0.9659990586484556,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Human cytomegalovirus infection,t_BH,-0.3869384954562303,0.7012858600192058,0.9155624476085418,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Human immunodeficiency virus 1 infection,t_BH,0.4012618043180908,0.6908139971097165,0.910896928991774,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Human papillomavirus infection,t_BH,-0.4414220182516105,0.6617864281662473,0.9006577753770633,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Huntington disease,t_BH,-0.1046560123975852,0.9172822879687683,0.9823665507050695,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Hypertrophic cardiomyopathy,t_BH,0.046485578269637916,0.9632034104771843,0.9961621963650098,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:IL-17 signaling pathway,t_BH,0.21055412648943622,0.8345299446236811,0.9549070033784554,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Inflammatory bowel disease,t_BH,1.5386104968648848,0.13343407727396875,0.5623729308211121,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Inflammatory mediator regulation of TRP channels,t_BH,0.34094762654711774,0.7353042721654943,0.9265072037127041,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Influenza A,t_BH,-1.2876772381488009,0.2068157847937189,0.6391490470295415,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Inositol phosphate metabolism,t_BH,3.2591881302030945,0.0025929795989084264,0.12545853514048105,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Insulin resistance,t_BH,3.0749489608342957,0.004208004623324148,0.15556760517488363,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Insulin secretion,t_BH,-0.6749822013680085,0.5043891771902749,0.8285643046136077,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Insulin signaling pathway,t_BH,3.076583634090724,0.004190176730761199,0.15556760517488363,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Intestinal immune network for IgA production,t_BH,0.8731019430228776,0.3889166816605121,0.7736633326756576,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:JAK-STAT signaling pathway,t_BH,2.7365645774376848,0.009919227933004579,0.20991545720401827,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Kaposi sarcoma-associated herpesvirus infection,t_BH,-0.5021928594491023,0.6188665193383813,0.8846503746054676,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Legionellosis,t_BH,-1.7314982459927803,0.09270342189869062,0.5010188847930688,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Leishmaniasis,t_BH,-0.034426263260714636,0.9727446374373073,0.9961621963650098,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Leukocyte transendothelial migration,t_BH,-0.9881357791588473,0.33027636771757973,0.7397398465646652,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Linoleic acid metabolism,t_BH,0.309142408207004,0.7591566783297604,0.9351830770982557,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Lipid and atherosclerosis,t_BH,-0.13113254236770933,0.8964666508762651,0.9753210820502725,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Long-term depression,t_BH,-0.12387339336298467,0.9021669672214552,0.9764310595767514,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Long-term potentiation,t_BH,-0.39572509510541626,0.6948547254051707,0.9126089205172456,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Longevity regulating pathway,t_BH,0.7558430284493637,0.45510512909256673,0.8055975473049173,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Lysine degradation,t_BH,1.7930936275001716,0.0821282928121058,0.482247447127966,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Lysosome,t_BH,-0.4312387662122578,0.6690988905201816,0.9030115107833345,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:MAPK signaling pathway,t_BH,-1.0930671938321872,0.28227973322880573,0.7085636916861546,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Malaria,t_BH,-2.5315747108107653,0.01630015164065795,0.26568825981723604,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Mannose type O-glycan biosynthesis,t_BH,1.7471486421306517,0.08991342972694731,0.49677501381019196,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Maturity onset diabetes of the young,t_BH,2.38774400551345,0.02283424668616192,0.299280398488214,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Measles,t_BH,-1.5706397403376113,0.12580645295796164,0.5583984972780275,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Melanogenesis,t_BH,-2.147349521820917,0.039205231453309085,0.3599804949162645,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Melanoma,t_BH,0.5112546475101113,0.6125766832322271,0.880753845472717,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Metabolism of xenobiotics by cytochrome P450,t_BH,0.5810125693162762,0.5651794005804104,0.8604266421383853,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:MicroRNAs in cancer,t_BH,0.9466231193990562,0.35071139408545726,0.7486870016297003,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Mineral absorption,t_BH,0.2900534573553845,0.7735901939518586,0.9392860806412444,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Mismatch repair,t_BH,0.6655853599531945,0.5103019781206535,0.8306016432437379,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Mitophagy,t_BH,-0.40715736292163646,0.6865214874624173,0.9101374086790543,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Morphine addiction,t_BH,-0.054787271445831634,0.9566382971671594,0.9935344413951304,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Mucin type O-glycan biosynthesis,t_BH,1.7974338369371732,0.081423324674663,0.48201178478824974,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:N-Glycan biosynthesis,t_BH,2.4117915981081794,0.021597766422862055,0.2929864743987394,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:NF-kappa B signaling pathway,t_BH,0.8347801241219248,0.4098443850408071,0.7854569920118374,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:NOD-like receptor signaling pathway,t_BH,-1.6489211831031332,0.10865293846592984,0.5323162124268511,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Natural killer cell mediated cytotoxicity,t_BH,-2.014404420940497,0.05217667124994296,0.4134804550812063,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Necroptosis,t_BH,-2.021321781985001,0.051418803458888065,0.41005033150273823,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,"KEGG:Neomycin, kanamycin and gentamicin biosynthesis",t_BH,0.47756083534441623,0.6361108585516344,0.8910410031465171,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Neuroactive ligand-receptor interaction,t_BH,0.17203992492986597,0.8644568741665348,0.9654854655380742,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Neurotrophin signaling pathway,t_BH,2.8036515596935754,0.008398246821429759,0.19693732695010752,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Neutrophil extracellular trap formation,t_BH,2.747525345461561,0.009654332127059564,0.20903363399551406,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Nicotinate and nicotinamide metabolism,t_BH,-0.047097724290429493,0.9627192206588383,0.9961621963650098,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Nicotine addiction,t_BH,-1.4783950160475292,0.14878442786619164,0.5861915292404476,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Nitrogen metabolism,t_BH,-2.1367592872520955,0.040122263562398924,0.3625948976384132,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Non-alcoholic fatty liver disease,t_BH,-1.8037410082482617,0.0804080268253393,0.48201178478824974,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Non-homologous end-joining,t_BH,1.5908813950959482,0.12117186550124687,0.5513313109186794,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Non-small cell lung cancer,t_BH,1.2818335213712182,0.20883412740966115,0.6410821964848447,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Notch signaling pathway,t_BH,2.6330270990531703,0.012777103179122864,0.23775211461329507,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Nucleotide excision repair,t_BH,-0.9269172003293421,0.36069948025551146,0.7544072683858641,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Olfactory transduction,t_BH,1.0571361428838888,0.29812710153562244,0.7259398320884891,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:One carbon pool by folate,t_BH,0.9875919415301997,0.33053876276392424,0.7397398465646652,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Oocyte meiosis,t_BH,1.4001908257781144,0.1707883933305445,0.6047010315074818,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Osteoclast differentiation,t_BH,0.7525120438603712,0.4570778001254142,0.8055975473049173,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Other glycan degradation,t_BH,-1.056772270008414,0.2982907078184106,0.7259398320884891,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Other types of O-glycan biosynthesis,t_BH,0.6754866555179592,0.5040728301549936,0.8282603314971867,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Ovarian steroidogenesis,t_BH,-1.2940403480449916,0.20463493107714356,0.6375779724470043,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Oxidative phosphorylation,t_BH,-0.2217418549386749,0.8258813604792145,0.9522316983920462,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Oxytocin signaling pathway,t_BH,-1.5292337689816595,0.13573664040749242,0.5662875183137978,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:PD-L1 expression and PD-1 checkpoint pathway in cancer,t_BH,0.6376899997994107,0.528075722142545,0.842303360327719,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:PI3K-Akt signaling pathway,t_BH,0.2676417494277468,0.7906408530060158,0.9436816192757708,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:PPAR signaling pathway,t_BH,-0.8769436758110727,0.3868568376634417,0.773307055485362,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Pancreatic cancer,t_BH,1.567423611256107,0.12655595945873863,0.559089897994302,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Pancreatic secretion,t_BH,-0.08083196103387874,0.936063839336692,0.9867464402633443,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Pantothenate and CoA biosynthesis,t_BH,0.0017395411567832995,0.9986225211558505,0.9998296145955509,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,"KEGG:Parathyroid hormone synthesis, secretion and action",t_BH,-2.2887294293522547,0.028630706995931884,0.32171886732140514,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Parkinson disease,t_BH,-1.8969847332700722,0.06661057193005071,0.4501291099554422,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Pathogenic Escherichia coli infection,t_BH,0.9236669825573143,0.3623646473229738,0.7547866380507758,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Pathways in cancer,t_BH,-0.950673944266713,0.34868114004527884,0.7473737911530166,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Pathways of neurodegeneration,t_BH,-2.1658946880564955,0.03764412303286578,0.35662778842007853,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Pentose and glucuronate interconversions,t_BH,-0.27662619694160107,0.7837924319870271,0.9418092049028612,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Pentose phosphate pathway,t_BH,0.5649916355882989,0.5759005534675605,0.8645360997794792,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Peroxisome,t_BH,-0.018175366363612007,0.9856084028581362,0.9986141274738397,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Pertussis,t_BH,0.15808245670978383,0.8753552203078814,0.9685994871472986,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Phagosome,t_BH,-1.418613013906496,0.16538776116564402,0.5989657902543615,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Phenylalanine metabolism,t_BH,0.19849600976454618,0.8438748444125287,0.9583337015483301,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,"KEGG:Phenylalanine, tyrosine and tryptophan biosynthesis",t_BH,-0.29823461119385547,0.7673938979172942,0.9379842382748571,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Phosphatidylinositol signaling system,t_BH,1.544205987120824,0.13207516734013533,0.5623729308211121,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Phospholipase D signaling pathway,t_BH,-0.061216044818138506,0.9515564081123793,0.9909885788959697,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Phosphonate and phosphinate metabolism,t_BH,-1.4944364474060527,0.14456325688271388,0.5807507881531571,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Phototransduction,t_BH,-0.7699800932483952,0.44678890191498144,0.8036982872943392,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Platelet activation,t_BH,-1.8621205808140158,0.07151088194672965,0.4630658873116197,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Porphyrin and chlorophyll metabolism,t_BH,-0.5095165075498718,0.6137808439124481,0.881550779363325,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Primary bile acid biosynthesis,t_BH,1.2073061736932988,0.23589678353080273,0.6672811257902707,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Primary immunodeficiency,t_BH,1.8807201162667275,0.06885946945984933,0.45343345678330055,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Prion disease,t_BH,-0.7130535577011651,0.4808249029437276,0.8181935494386386,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Progesterone-mediated oocyte maturation,t_BH,-2.8852895447729927,0.006841598071717399,0.1868259767809236,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Prolactin signaling pathway,t_BH,0.4403003710183445,0.6625902335704834,0.9010031358697648,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Propanoate metabolism,t_BH,1.467940822547326,0.15158794411289464,0.5874417192036947,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Prostate cancer,t_BH,0.9689444570383956,0.3396213074921023,0.743161294064873,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Proteasome,t_BH,0.029025954428950326,0.9770187240624169,0.9964304697110075,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Protein digestion and absorption,t_BH,1.338081900500602,0.19001762594485788,0.6229096203932029,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Protein export,t_BH,-2.9386915758567747,0.005974614654138509,0.180324733197635,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
